CIK,Change Jaccard,Change TFID,Change W2V,Common Words,Deleted Words,New Words,Number of Words,Top words,Year
1360565,0.616929698709,0.719947545958,0.226422559775,0.383070301291,0.337159253945,0.279770444763,9839,"['whiteston', 'tenant', 'properti', 'distribut', 'reit', 'leas', 'share', 'tax', 'incom', 'advers']",2014
1360565,0.619359058208,0.645788704626,0.164574727249,0.380640941792,0.223675604971,0.395683453237,14311,"['agent', 'busi', 'result', 'servic', 'oper', 'money', 'financi', 'transfer', 'tax', 'advers']",2015
861878,0.021686746988,0.00278595650923,0.292430969315,0.978313253012,0.00481927710843,0.0168674698795,1902,"['regul', 'busi', 'wast', 'oper', 'acquisit', 'requir', 'state', 'obtain', 'abil', 'reduc']",2008
861878,0.0428571428571,0.00547617711119,0.66694354868,0.957142857143,0.0261904761905,0.0166666666667,1907,"['regul', 'busi', 'wast', 'oper', 'acquisit', 'requir', 'obtain', 'abil', 'state', 'permit']",2009
861878,0.00488997555012,0.00106826306017,0.092975641223,0.99511002445,0.00488997555012,0.0,1902,"['regul', 'busi', 'wast', 'oper', 'requir', 'acquisit', 'abil', 'state', 'obtain', 'reduc']",2010
861878,0.0586854460094,0.0111397026133,1.11069219341,0.941314553991,0.0140845070423,0.0446009389671,1932,"['regul', 'busi', 'wast', 'oper', 'acquisit', 'requir', 'state', 'abil', 'obtain', 'profit']",2013
861878,0.0467289719626,0.00653006145908,0.412601454004,0.953271028037,0.0280373831776,0.018691588785,1940,"['regul', 'busi', 'wast', 'oper', 'requir', 'acquisit', 'state', 'obtain', 'profit', 'abil']",2015
740663,0.388349514563,0.184479999778,0.164951677726,0.611650485437,0.221682847896,0.166666666667,2429,"['bank', 'rate', 'risk', 'loan', 'secur', 'corpor', 'increas', 'result', 'market', 'impact']",2008
740663,0.385507246377,0.13071465199,0.0616251392391,0.614492753623,0.0826086956522,0.302898550725,3446,"['bank', 'loan', 'risk', 'corpor', 'rate', 'loss', 'tax', 'secur', 'result', 'condit']",2009
740663,0.174922600619,0.0580531875593,0.018813343333,0.825077399381,0.15479876161,0.0201238390093,2626,"['bank', 'loan', 'risk', 'rate', 'corpor', 'loss', 'secur', 'portfolio', 'addit', 'financi']",2010
740663,0.177852348993,0.0317709132045,0.0203540466484,0.822147651007,0.0939597315436,0.0838926174497,2845,"['bank', 'loan', 'risk', 'rate', 'corpor', 'secur', 'loss', 'result', 'deposit', 'impact']",2011
740663,0.488486842105,0.315814051683,0.261928196475,0.511513157895,0.376644736842,0.111842105263,1872,"['corpor', 'rate', 'loan', 'risk', 'secur', 'deposit', 'fni', 'market', 'liquid', 'impact']",2012
740663,0.731884057971,0.606771975967,0.296643283645,0.268115942029,0.124223602484,0.607660455487,6837,"['compani', 'loan', 'financi', 'oper', 'bank', 'result', 'market', 'condit', 'develop', 'advers']",2013
740663,0.619850187266,0.425373499577,0.0981694969242,0.380149812734,0.411985018727,0.207865168539,3295,"['bank', 'loan', 'risk', 'rate', 'corpor', 'loss', 'secur', 'result', 'oper', 'financi']",2015
829114,0.387401574803,0.160921244385,0.0708292879083,0.612598425197,0.269291338583,0.11811023622,2030,"['market', 'financi', 'invest', 'condit', 'affect', 'real', 'estat', 'busi', 'partnership', 'capit']",2008
829114,0.431888544892,0.213341890229,0.0930961629873,0.568111455108,0.150154798762,0.28173374613,2904,"['condit', 'financi', 'invest', 'market', 'estat', 'product', 'affect', 'tax', 'chang', 'advers']",2009
829114,0.495024875622,0.193952790225,0.0890194841845,0.504975124378,0.177860696517,0.317164179104,3476,"['financi', 'prudenti', 'regul', 'product', 'busi', 'oper', 'chang', 'tax', 'condit', 'insur']",2010
829114,0.862573099415,0.601458568626,0.703772460983,0.137426900585,0.828947368421,0.0336257309942,321,"['estat', 'real', 'invest', 'risk', 'includ', 'properti', 'mortgag', 'revenu', 'condit', 'gener']",2011
829114,0.914942528736,0.592109606229,0.643947298112,0.0850574712644,0.00459770114943,0.910344827586,15630,"['financi', 'rate', 'busi', 'product', 'insur', 'result', 'oper', 'chang', 'includ', 'stock']",2012
829114,0.301815431165,0.0800102275644,0.0293926959819,0.698184568835,0.284417549168,0.017397881997,9090,"['product', 'financi', 'rate', 'result', 'chang', 'advers', 'increas', 'market', 'busi', 'affect']",2013
829114,0.896767466111,0.616861311459,0.715008514887,0.103232533889,0.883211678832,0.0135557872784,432,"['estat', 'real', 'invest', 'properti', 'risk', 'includ', 'mortgag', 'affect', 'revenu', 'condit']",2014
829114,0.908842297174,0.598420769256,0.723925334256,0.0911577028259,0.0109389243391,0.897903372835,11283,"['financi', 'product', 'result', 'rate', 'increas', 'market', 'oper', 'chang', 'advers', 'risk']",2015
1097149,0.109268292683,0.0203334283131,0.00929132846408,0.890731707317,0.0526829268293,0.0565853658537,7973,"['product', 'result', 'oper', 'invisalign', 'busi', 'market', 'futur', 'custom', 'requir', 'price']",2010
1097149,0.109268292683,0.0203334283131,0.00929132846408,0.890731707317,0.0565853658537,0.0526829268293,7836,"['product', 'result', 'oper', 'busi', 'market', 'custom', 'futur', 'price', 'invisalign', 'new']",2011
1097149,0.577185368878,0.430713486101,0.153479778738,0.422814631122,0.176689398636,0.400495970242,18692,"['iluvien', 'product', 'candid', 'approv', 'commerci', 'stock', 'patent', 'market', 'regulatori', 'addit']",2013
1097149,0.665894614939,0.76921383508,0.43807630059,0.334105385061,0.434858135495,0.231036479444,6334,"['alcoa', 'aluminum', 'oper', 'result', 'compani', 'cost', 'busi', 'advers', 'chang', 'energi']",2015
1030206,0.192640692641,0.0422822475084,0.0552311634332,0.807359307359,0.021645021645,0.170995670996,2312,"['product', 'market', 'new', 'medic', 'sale', 'oper', 'manufactur', 'reimburs', 'busi', 'futur']",2009
1030206,0.125773195876,0.0411394399754,0.0257948554457,0.874226804124,0.0577319587629,0.0680412371134,2327,"['product', 'new', 'medic', 'market', 'sale', 'manufactur', 'reimburs', 'busi', 'oper', 'devic']",2010
1030206,0.738503155996,0.734713782105,0.297814736774,0.261496844004,0.150586113616,0.587917042381,8152,"['loan', 'bank', 'result', 'oper', 'financi', 'valu', 'institut', 'capit', 'advers', 'busi']",2014
1030206,0.641711229947,0.625706380072,0.23010528581,0.358288770053,0.361344537815,0.280366692131,5451,"['compani', 'util', 'ga', 'electr', 'oper', 'energi', 'result', 'infrastructur', 'regul', 'servic']",2015
1065280,0.0775347912525,0.00949392267819,0.00545252517411,0.922465208748,0.0536779324056,0.0238568588469,8254,"['subscrib', 'servic', 'advers', 'affect', 'dvd', 'busi', 'content', 'oper', 'increas', 'result']",2008
1065280,0.158333333333,0.034612247226,0.0117285451912,0.841666666667,0.0398148148148,0.118518518519,8938,"['subscrib', 'dvd', 'servic', 'advers', 'affect', 'busi', 'oper', 'content', 'increas', 'result']",2009
1065280,0.116788321168,0.019416024042,0.00464277468564,0.883211678832,0.0629562043796,0.0538321167883,8580,"['subscrib', 'dvd', 'servic', 'advers', 'affect', 'busi', 'oper', 'increas', 'result', 'new']",2010
